Rank,Status,VP,EN,HL,AT,YD,WinRate,GamesPlayed,P1%,P2%,P3%,P4%,P5%,P6%,P7%,P8%,P9%,P10%,P11%
1547,Eliminated,0,5,6,1,4,68.0%,200,68.0%,-,-,-,-,-,-,-,-,-,-
1548,Eliminated,0,15,4,3,2,68.0%,200,68.0%,-,-,-,-,-,-,-,-,-,-
1549,Eliminated,5,0,2,3,0,68.0%,200,68.0%,-,-,-,-,-,-,-,-,-,-
1550,Eliminated,5,0,8,2,0,68.0%,200,68.0%,-,-,-,-,-,-,-,-,-,-
1551,Eliminated,5,5,0,3,6,68.0%,200,68.0%,-,-,-,-,-,-,-,-,-,-
1552,Eliminated,5,10,8,3,2,68.0%,200,68.0%,-,-,-,-,-,-,-,-,-,-
1553,Eliminated,5,10,10,2,10,68.0%,200,68.0%,-,-,-,-,-,-,-,-,-,-
1554,Eliminated,5,15,0,2,0,68.0%,200,68.0%,-,-,-,-,-,-,-,-,-,-
1555,Eliminated,5,15,8,2,10,68.0%,200,68.0%,-,-,-,-,-,-,-,-,-,-
1556,Eliminated,5,20,2,2,6,68.0%,200,68.0%,-,-,-,-,-,-,-,-,-,-
1557,Eliminated,10,0,0,2,2,68.0%,200,68.0%,-,-,-,-,-,-,-,-,-,-
1558,Eliminated,10,5,4,1,2,68.0%,200,68.0%,-,-,-,-,-,-,-,-,-,-
1559,Eliminated,10,10,0,1,10,68.0%,200,68.0%,-,-,-,-,-,-,-,-,-,-
1560,Eliminated,10,10,0,3,6,68.0%,200,68.0%,-,-,-,-,-,-,-,-,-,-
1561,Eliminated,10,15,0,3,6,68.0%,200,68.0%,-,-,-,-,-,-,-,-,-,-
1562,Eliminated,10,15,6,1,6,68.0%,200,68.0%,-,-,-,-,-,-,-,-,-,-
1563,Eliminated,10,15,10,3,2,68.0%,200,68.0%,-,-,-,-,-,-,-,-,-,-
1564,Eliminated,10,20,2,1,8,68.0%,200,68.0%,-,-,-,-,-,-,-,-,-,-
1565,Eliminated,10,20,2,3,2,68.0%,200,68.0%,-,-,-,-,-,-,-,-,-,-
1566,Eliminated,15,0,2,1,0,68.0%,200,68.0%,-,-,-,-,-,-,-,-,-,-
1567,Eliminated,15,5,0,2,2,68.0%,200,68.0%,-,-,-,-,-,-,-,-,-,-
1568,Eliminated,15,15,0,2,10,68.0%,200,68.0%,-,-,-,-,-,-,-,-,-,-
1569,Eliminated,15,15,4,1,8,68.0%,200,68.0%,-,-,-,-,-,-,-,-,-,-
1570,Eliminated,15,15,6,1,4,68.0%,200,68.0%,-,-,-,-,-,-,-,-,-,-
1571,Eliminated,20,0,0,1,0,68.0%,200,68.0%,-,-,-,-,-,-,-,-,-,-
1572,Eliminated,20,0,2,1,0,68.0%,200,68.0%,-,-,-,-,-,-,-,-,-,-
1573,Eliminated,20,0,8,1,0,68.0%,200,68.0%,-,-,-,-,-,-,-,-,-,-
1574,Eliminated,20,5,0,2,0,68.0%,200,68.0%,-,-,-,-,-,-,-,-,-,-
1575,Eliminated,20,5,8,1,10,68.0%,200,68.0%,-,-,-,-,-,-,-,-,-,-
1576,Eliminated,20,10,2,2,2,68.0%,200,68.0%,-,-,-,-,-,-,-,-,-,-
1577,Eliminated,20,20,4,3,2,68.0%,200,68.0%,-,-,-,-,-,-,-,-,-,-
1578,Eliminated,0,0,0,3,2,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1579,Eliminated,0,0,4,1,0,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1580,Eliminated,0,0,6,1,6,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1581,Eliminated,0,5,6,2,0,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1582,Eliminated,0,10,0,3,6,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1583,Eliminated,0,10,2,2,2,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1584,Eliminated,0,10,2,2,6,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1585,Eliminated,0,10,6,2,2,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1586,Eliminated,0,20,2,3,6,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1587,Eliminated,5,0,8,1,2,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1588,Eliminated,5,5,4,1,2,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1589,Eliminated,5,5,8,1,2,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1590,Eliminated,5,10,4,2,2,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1591,Eliminated,5,10,6,2,2,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1592,Eliminated,5,20,4,3,2,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1593,Eliminated,10,0,4,1,0,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1594,Eliminated,10,5,0,2,2,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1595,Eliminated,10,5,2,1,2,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1596,Eliminated,10,10,0,1,8,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1597,Eliminated,10,10,8,1,4,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1598,Eliminated,10,20,2,2,2,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1599,Eliminated,10,20,2,2,4,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1600,Eliminated,10,20,2,3,4,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1601,Eliminated,10,20,4,1,4,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1602,Eliminated,15,0,6,3,0,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1603,Eliminated,15,15,0,2,4,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1604,Eliminated,15,15,2,1,6,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1605,Eliminated,15,20,2,1,4,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1606,Eliminated,20,0,0,2,0,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1607,Eliminated,20,0,0,3,0,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1608,Eliminated,20,0,10,3,0,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1609,Eliminated,20,5,2,1,0,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1610,Eliminated,20,5,8,2,0,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1611,Eliminated,20,10,2,2,4,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1612,Eliminated,20,15,2,1,6,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1613,Eliminated,20,15,4,1,8,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1614,Eliminated,20,15,4,3,2,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1615,Eliminated,20,20,0,1,10,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1616,Eliminated,20,20,2,1,4,67.5%,200,67.5%,-,-,-,-,-,-,-,-,-,-
1617,Eliminated,0,0,2,1,6,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1618,Eliminated,0,0,4,2,0,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1619,Eliminated,0,0,8,1,4,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1620,Eliminated,0,0,8,2,0,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1621,Eliminated,0,5,0,3,0,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1622,Eliminated,0,5,0,3,10,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1623,Eliminated,0,5,6,3,0,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1624,Eliminated,0,10,8,2,4,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1625,Eliminated,0,15,2,3,8,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1626,Eliminated,0,15,4,3,10,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1627,Eliminated,0,15,10,3,2,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1628,Eliminated,0,20,4,3,2,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1629,Eliminated,5,0,0,1,2,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1630,Eliminated,5,0,6,2,0,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1631,Eliminated,5,5,2,1,6,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1632,Eliminated,5,5,4,1,6,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1633,Eliminated,5,10,0,2,10,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1634,Eliminated,5,10,0,3,8,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1635,Eliminated,5,10,4,1,4,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1636,Eliminated,5,10,4,3,2,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1637,Eliminated,5,10,8,2,0,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1638,Eliminated,5,15,0,3,8,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1639,Eliminated,5,15,0,3,10,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1640,Eliminated,5,15,2,2,2,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1641,Eliminated,5,15,6,2,2,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1642,Eliminated,5,20,6,2,4,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1643,Eliminated,10,0,0,1,0,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1644,Eliminated,10,0,6,2,0,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1645,Eliminated,10,0,6,3,0,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1646,Eliminated,10,10,2,1,2,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1647,Eliminated,10,10,4,1,8,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1648,Eliminated,10,10,8,1,2,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1649,Eliminated,10,20,0,1,8,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1650,Eliminated,15,0,10,1,0,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1651,Eliminated,15,15,6,1,2,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1652,Eliminated,15,15,6,1,6,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1653,Eliminated,15,20,0,2,10,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1654,Eliminated,15,20,8,2,2,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1655,Eliminated,20,10,0,1,4,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1656,Eliminated,20,10,6,1,8,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1657,Eliminated,20,20,6,3,2,67.0%,200,67.0%,-,-,-,-,-,-,-,-,-,-
1658,Eliminated,0,0,8,1,6,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1659,Eliminated,0,0,10,3,0,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1660,Eliminated,0,5,0,3,4,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1661,Eliminated,0,5,2,3,0,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1662,Eliminated,0,15,2,3,4,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1663,Eliminated,0,20,2,3,4,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1664,Eliminated,5,0,0,2,0,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1665,Eliminated,5,5,4,2,0,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1666,Eliminated,5,5,8,3,0,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1667,Eliminated,5,10,2,3,2,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1668,Eliminated,5,10,10,2,4,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1669,Eliminated,5,15,0,2,8,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1670,Eliminated,5,15,2,2,10,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1671,Eliminated,5,15,8,2,8,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1672,Eliminated,10,0,4,2,0,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1673,Eliminated,10,10,0,1,6,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1674,Eliminated,10,10,4,2,2,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1675,Eliminated,10,15,2,2,2,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1676,Eliminated,10,20,2,1,10,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1677,Eliminated,15,0,4,1,0,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1678,Eliminated,15,0,4,3,0,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1679,Eliminated,15,5,0,2,0,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1680,Eliminated,15,5,2,1,0,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1681,Eliminated,15,10,2,1,10,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1682,Eliminated,15,15,0,2,6,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1683,Eliminated,15,15,2,2,4,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1684,Eliminated,15,15,4,1,4,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1685,Eliminated,15,20,0,1,10,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1686,Eliminated,15,20,0,2,6,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1687,Eliminated,15,20,2,1,10,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1688,Eliminated,15,20,2,3,2,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1689,Eliminated,20,10,0,3,6,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1690,Eliminated,20,10,4,1,2,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1691,Eliminated,20,15,4,2,2,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1692,Eliminated,20,15,10,3,2,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1693,Eliminated,20,20,6,1,2,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1694,Eliminated,20,20,6,1,8,66.5%,200,66.5%,-,-,-,-,-,-,-,-,-,-
1695,Eliminated,0,0,0,2,4,66.0%,200,66.0%,-,-,-,-,-,-,-,-,-,-
1696,Eliminated,0,10,4,2,2,66.0%,200,66.0%,-,-,-,-,-,-,-,-,-,-
1697,Eliminated,0,20,2,2,8,66.0%,200,66.0%,-,-,-,-,-,-,-,-,-,-
1698,Eliminated,5,0,2,2,0,66.0%,200,66.0%,-,-,-,-,-,-,-,-,-,-
1699,Eliminated,5,5,2,1,2,66.0%,200,66.0%,-,-,-,-,-,-,-,-,-,-
1700,Eliminated,5,5,8,1,4,66.0%,200,66.0%,-,-,-,-,-,-,-,-,-,-
1701,Eliminated,5,10,10,2,2,66.0%,200,66.0%,-,-,-,-,-,-,-,-,-,-
1702,Eliminated,5,15,0,2,4,66.0%,200,66.0%,-,-,-,-,-,-,-,-,-,-
1703,Eliminated,10,5,0,1,2,66.0%,200,66.0%,-,-,-,-,-,-,-,-,-,-
1704,Eliminated,10,10,2,3,0,66.0%,200,66.0%,-,-,-,-,-,-,-,-,-,-
1705,Eliminated,10,10,2,3,2,66.0%,200,66.0%,-,-,-,-,-,-,-,-,-,-
1706,Eliminated,10,15,0,2,6,66.0%,200,66.0%,-,-,-,-,-,-,-,-,-,-
1707,Eliminated,10,20,0,2,6,66.0%,200,66.0%,-,-,-,-,-,-,-,-,-,-
1708,Eliminated,15,5,6,1,0,66.0%,200,66.0%,-,-,-,-,-,-,-,-,-,-
1709,Eliminated,15,5,10,3,0,66.0%,200,66.0%,-,-,-,-,-,-,-,-,-,-
1710,Eliminated,15,10,4,1,2,66.0%,200,66.0%,-,-,-,-,-,-,-,-,-,-
1711,Eliminated,15,15,0,3,8,66.0%,200,66.0%,-,-,-,-,-,-,-,-,-,-
1712,Eliminated,15,15,8,3,2,66.0%,200,66.0%,-,-,-,-,-,-,-,-,-,-
1713,Eliminated,15,20,2,3,4,66.0%,200,66.0%,-,-,-,-,-,-,-,-,-,-
1714,Eliminated,15,20,10,2,2,66.0%,200,66.0%,-,-,-,-,-,-,-,-,-,-
1715,Eliminated,20,5,6,1,0,66.0%,200,66.0%,-,-,-,-,-,-,-,-,-,-
1716,Eliminated,20,5,6,2,0,66.0%,200,66.0%,-,-,-,-,-,-,-,-,-,-
1717,Eliminated,20,10,0,2,8,66.0%,200,66.0%,-,-,-,-,-,-,-,-,-,-
1718,Eliminated,20,10,6,1,0,66.0%,200,66.0%,-,-,-,-,-,-,-,-,-,-
1719,Eliminated,20,10,8,1,4,66.0%,200,66.0%,-,-,-,-,-,-,-,-,-,-
1720,Eliminated,0,5,0,2,0,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1721,Eliminated,0,5,0,3,6,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1722,Eliminated,0,5,8,2,0,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1723,Eliminated,0,10,2,3,0,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1724,Eliminated,0,10,4,2,8,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1725,Eliminated,5,0,0,2,4,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1726,Eliminated,5,0,0,3,0,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1727,Eliminated,5,0,0,3,2,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1728,Eliminated,5,0,10,1,4,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1729,Eliminated,5,5,0,3,0,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1730,Eliminated,5,5,2,2,0,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1731,Eliminated,5,5,4,1,8,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1732,Eliminated,5,5,6,1,2,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1733,Eliminated,5,10,0,2,4,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1734,Eliminated,5,15,2,3,4,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1735,Eliminated,5,15,8,2,2,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1736,Eliminated,5,20,0,2,6,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1737,Eliminated,5,20,0,3,8,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1738,Eliminated,5,20,2,2,4,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1739,Eliminated,5,20,6,2,2,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1740,Eliminated,5,20,6,2,6,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1741,Eliminated,5,20,6,2,8,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1742,Eliminated,5,20,10,3,2,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1743,Eliminated,10,0,10,2,0,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1744,Eliminated,10,5,0,3,0,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1745,Eliminated,10,5,10,2,0,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1746,Eliminated,10,10,6,1,10,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1747,Eliminated,10,15,0,1,10,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1748,Eliminated,10,15,0,2,4,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1749,Eliminated,10,20,0,3,6,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1750,Eliminated,10,20,6,2,2,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1751,Eliminated,15,5,8,1,0,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1752,Eliminated,15,10,8,1,4,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1753,Eliminated,15,20,0,3,8,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1754,Eliminated,15,20,6,2,2,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1755,Eliminated,20,0,10,1,0,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1756,Eliminated,20,5,8,3,0,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1757,Eliminated,20,10,8,1,2,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1758,Eliminated,20,15,0,1,6,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1759,Eliminated,20,15,0,3,10,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1760,Eliminated,20,15,8,3,2,65.5%,200,65.5%,-,-,-,-,-,-,-,-,-,-
1761,Eliminated,0,0,0,1,0,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1762,Eliminated,0,0,0,1,2,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1763,Eliminated,0,5,2,2,0,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1764,Eliminated,0,10,2,2,4,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1765,Eliminated,0,10,4,2,10,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1766,Eliminated,0,10,8,2,2,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1767,Eliminated,0,10,8,2,6,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1768,Eliminated,0,15,10,3,0,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1769,Eliminated,0,20,2,3,8,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1770,Eliminated,0,20,2,3,10,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1771,Eliminated,0,20,4,3,6,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1772,Eliminated,5,0,2,1,0,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1773,Eliminated,5,5,0,2,0,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1774,Eliminated,5,5,2,3,0,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1775,Eliminated,5,5,10,2,0,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1776,Eliminated,5,10,2,2,4,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1777,Eliminated,5,20,4,2,4,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1778,Eliminated,5,20,6,3,2,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1779,Eliminated,10,5,8,1,0,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1780,Eliminated,10,10,6,2,0,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1781,Eliminated,10,15,2,1,4,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1782,Eliminated,10,15,6,3,2,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1783,Eliminated,10,20,10,2,2,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1784,Eliminated,10,20,10,3,2,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1785,Eliminated,15,5,0,3,0,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1786,Eliminated,15,5,8,1,10,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1787,Eliminated,15,10,2,1,2,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1788,Eliminated,15,20,0,1,6,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1789,Eliminated,15,20,4,1,2,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1790,Eliminated,20,5,2,3,0,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1791,Eliminated,20,10,8,2,0,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1792,Eliminated,20,15,0,1,4,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1793,Eliminated,20,15,4,1,2,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1794,Eliminated,20,15,6,1,2,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1795,Eliminated,20,15,6,1,8,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1796,Eliminated,20,15,6,2,2,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1797,Eliminated,20,20,6,1,6,65.0%,200,65.0%,-,-,-,-,-,-,-,-,-,-
1798,Eliminated,0,0,6,1,10,64.5%,200,64.5%,-,-,-,-,-,-,-,-,-,-
1799,Eliminated,0,0,6,2,0,64.5%,200,64.5%,-,-,-,-,-,-,-,-,-,-
1800,Eliminated,0,10,0,3,0,64.5%,200,64.5%,-,-,-,-,-,-,-,-,-,-
1801,Eliminated,5,5,8,1,6,64.5%,200,64.5%,-,-,-,-,-,-,-,-,-,-
1802,Eliminated,5,10,0,3,6,64.5%,200,64.5%,-,-,-,-,-,-,-,-,-,-
1803,Eliminated,5,10,2,1,10,64.5%,200,64.5%,-,-,-,-,-,-,-,-,-,-
1804,Eliminated,5,10,4,1,10,64.5%,200,64.5%,-,-,-,-,-,-,-,-,-,-
1805,Eliminated,5,10,6,1,4,64.5%,200,64.5%,-,-,-,-,-,-,-,-,-,-
1806,Eliminated,5,10,6,2,0,64.5%,200,64.5%,-,-,-,-,-,-,-,-,-,-
1807,Eliminated,5,15,0,2,10,64.5%,200,64.5%,-,-,-,-,-,-,-,-,-,-
1808,Eliminated,5,15,2,2,6,64.5%,200,64.5%,-,-,-,-,-,-,-,-,-,-
1809,Eliminated,5,15,6,2,4,64.5%,200,64.5%,-,-,-,-,-,-,-,-,-,-
1810,Eliminated,5,20,2,3,2,64.5%,200,64.5%,-,-,-,-,-,-,-,-,-,-
1811,Eliminated,5,20,2,3,6,64.5%,200,64.5%,-,-,-,-,-,-,-,-,-,-
1812,Eliminated,10,0,2,3,0,64.5%,200,64.5%,-,-,-,-,-,-,-,-,-,-
1813,Eliminated,10,10,6,1,2,64.5%,200,64.5%,-,-,-,-,-,-,-,-,-,-
1814,Eliminated,10,15,2,1,8,64.5%,200,64.5%,-,-,-,-,-,-,-,-,-,-
1815,Eliminated,10,15,4,1,4,64.5%,200,64.5%,-,-,-,-,-,-,-,-,-,-
1816,Eliminated,10,15,6,1,8,64.5%,200,64.5%,-,-,-,-,-,-,-,-,-,-
1817,Eliminated,10,20,0,1,10,64.5%,200,64.5%,-,-,-,-,-,-,-,-,-,-
1818,Eliminated,15,5,2,3,0,64.5%,200,64.5%,-,-,-,-,-,-,-,-,-,-
