# Tournament Config: startingPlayers=3, gamesPerPhase=100
# Fallbacks: {"2":{"file":"tournament_j3zvExqh9bhYFcfuzihx_older.csv","topX":5}}
Rank,Status,VP,EN,HL,AT,YD,WinRate,GamesPlayed,AvgCardsBought,P1%,P2%,P3%,P4%,P5%,P6%,P7%,P8%,P9%,P10%,P11%
813,Eliminated,15,5,2,3,8,31.0%,100,0.00,72.0%,31.0%,-,-,-,-,-,-,-,-,-
814,Eliminated,15,5,10,2,6,31.0%,100,0.00,81.0%,31.0%,-,-,-,-,-,-,-,-,-
815,Eliminated,15,15,4,1,6,31.0%,100,0.00,74.0%,31.0%,-,-,-,-,-,-,-,-,-
816,Eliminated,15,15,4,3,10,31.0%,100,0.00,78.0%,31.0%,-,-,-,-,-,-,-,-,-
817,Eliminated,15,15,8,2,6,31.0%,100,0.00,76.0%,31.0%,-,-,-,-,-,-,-,-,-
818,Eliminated,20,0,4,1,8,31.0%,100,0.00,87.0%,31.0%,-,-,-,-,-,-,-,-,-
819,Eliminated,20,0,6,1,6,31.0%,100,0.00,90.0%,31.0%,-,-,-,-,-,-,-,-,-
820,Eliminated,20,0,10,1,6,31.0%,100,0.00,87.0%,31.0%,-,-,-,-,-,-,-,-,-
821,Eliminated,20,5,4,2,4,31.0%,100,0.00,76.0%,31.0%,-,-,-,-,-,-,-,-,-
822,Eliminated,20,5,6,2,6,31.0%,100,0.00,84.0%,31.0%,-,-,-,-,-,-,-,-,-
823,Eliminated,20,5,8,2,6,31.0%,100,0.00,88.0%,31.0%,-,-,-,-,-,-,-,-,-
824,Eliminated,20,5,8,3,6,31.0%,100,0.00,76.0%,31.0%,-,-,-,-,-,-,-,-,-
825,Eliminated,20,10,10,1,2,31.0%,100,0.00,69.0%,31.0%,-,-,-,-,-,-,-,-,-
826,Eliminated,20,15,4,1,8,31.0%,100,0.00,76.0%,31.0%,-,-,-,-,-,-,-,-,-
827,Eliminated,20,15,4,3,8,31.0%,100,0.00,83.0%,31.0%,-,-,-,-,-,-,-,-,-
828,Eliminated,20,20,4,1,8,31.0%,100,0.00,68.0%,31.0%,-,-,-,-,-,-,-,-,-
829,Eliminated,20,20,4,3,8,31.0%,100,0.00,83.0%,31.0%,-,-,-,-,-,-,-,-,-
830,Eliminated,20,20,6,2,6,31.0%,100,0.00,76.0%,31.0%,-,-,-,-,-,-,-,-,-
831,Eliminated,15,0,6,3,8,30.7%,101,0.00,92.0%,30.7%,-,-,-,-,-,-,-,-,-
832,Eliminated,0,0,10,3,6,30.0%,100,0.00,82.0%,30.0%,-,-,-,-,-,-,-,-,-
833,Eliminated,0,10,10,2,6,30.0%,100,0.00,84.0%,30.0%,-,-,-,-,-,-,-,-,-
834,Eliminated,0,10,10,3,10,30.0%,100,0.00,91.0%,30.0%,-,-,-,-,-,-,-,-,-
835,Eliminated,0,15,2,2,8,30.0%,100,0.00,75.0%,30.0%,-,-,-,-,-,-,-,-,-
836,Eliminated,0,15,6,1,6,30.0%,100,0.00,80.0%,30.0%,-,-,-,-,-,-,-,-,-
837,Eliminated,0,20,2,2,10,30.0%,100,0.00,70.0%,30.0%,-,-,-,-,-,-,-,-,-
838,Eliminated,0,20,4,1,8,30.0%,100,0.00,68.0%,30.0%,-,-,-,-,-,-,-,-,-
839,Eliminated,0,20,6,1,10,30.0%,100,0.00,80.0%,30.0%,-,-,-,-,-,-,-,-,-
840,Eliminated,0,20,8,1,10,30.0%,100,0.00,80.0%,30.0%,-,-,-,-,-,-,-,-,-
841,Eliminated,0,20,10,1,6,30.0%,100,0.00,71.0%,30.0%,-,-,-,-,-,-,-,-,-
842,Eliminated,5,0,4,1,6,30.0%,100,0.00,87.0%,30.0%,-,-,-,-,-,-,-,-,-
843,Eliminated,5,0,4,2,8,30.0%,100,0.00,84.0%,30.0%,-,-,-,-,-,-,-,-,-
844,Eliminated,5,0,4,3,6,30.0%,100,0.00,87.0%,30.0%,-,-,-,-,-,-,-,-,-
845,Eliminated,5,0,4,3,10,30.0%,100,0.00,93.0%,30.0%,-,-,-,-,-,-,-,-,-
846,Eliminated,5,0,6,1,4,30.0%,100,0.00,77.0%,30.0%,-,-,-,-,-,-,-,-,-
847,Eliminated,5,0,10,1,10,30.0%,100,0.00,89.0%,30.0%,-,-,-,-,-,-,-,-,-
848,Eliminated,5,5,2,2,10,30.0%,100,0.00,72.0%,30.0%,-,-,-,-,-,-,-,-,-
849,Eliminated,5,5,8,3,4,30.0%,100,0.00,76.0%,30.0%,-,-,-,-,-,-,-,-,-
850,Eliminated,5,10,2,1,10,30.0%,100,0.00,72.0%,30.0%,-,-,-,-,-,-,-,-,-
851,Eliminated,5,10,2,3,8,30.0%,100,0.00,71.0%,30.0%,-,-,-,-,-,-,-,-,-
852,Eliminated,5,10,4,3,4,30.0%,100,0.00,68.0%,30.0%,-,-,-,-,-,-,-,-,-
853,Eliminated,5,10,6,3,10,30.0%,100,0.00,83.0%,30.0%,-,-,-,-,-,-,-,-,-
854,Eliminated,5,10,8,3,4,30.0%,100,0.00,70.0%,30.0%,-,-,-,-,-,-,-,-,-
855,Eliminated,5,15,2,3,10,30.0%,100,0.00,74.0%,30.0%,-,-,-,-,-,-,-,-,-
856,Eliminated,5,15,4,3,10,30.0%,100,0.00,82.0%,30.0%,-,-,-,-,-,-,-,-,-
857,Eliminated,5,15,10,3,4,30.0%,100,0.00,70.0%,30.0%,-,-,-,-,-,-,-,-,-
858,Eliminated,5,20,4,2,8,30.0%,100,0.00,85.0%,30.0%,-,-,-,-,-,-,-,-,-
859,Eliminated,10,0,4,1,6,30.0%,100,0.00,89.0%,30.0%,-,-,-,-,-,-,-,-,-
860,Eliminated,10,0,4,2,8,30.0%,100,0.00,89.0%,30.0%,-,-,-,-,-,-,-,-,-
861,Eliminated,10,0,6,1,6,30.0%,100,0.00,86.0%,30.0%,-,-,-,-,-,-,-,-,-
862,Eliminated,10,0,6,2,6,30.0%,100,0.00,92.0%,30.0%,-,-,-,-,-,-,-,-,-
863,Eliminated,10,0,8,3,6,30.0%,100,0.00,90.0%,30.0%,-,-,-,-,-,-,-,-,-
864,Eliminated,10,0,10,2,10,30.0%,100,0.00,92.0%,30.0%,-,-,-,-,-,-,-,-,-
865,Eliminated,10,5,4,2,10,30.0%,100,0.00,82.0%,30.0%,-,-,-,-,-,-,-,-,-
866,Eliminated,10,10,6,2,6,30.0%,100,0.00,85.0%,30.0%,-,-,-,-,-,-,-,-,-
867,Eliminated,10,10,6,3,6,30.0%,100,0.00,83.0%,30.0%,-,-,-,-,-,-,-,-,-
868,Eliminated,10,20,6,3,10,30.0%,100,0.00,84.0%,30.0%,-,-,-,-,-,-,-,-,-
869,Eliminated,10,20,10,3,4,30.0%,100,0.00,70.0%,30.0%,-,-,-,-,-,-,-,-,-
870,Eliminated,15,0,10,3,10,30.0%,100,0.00,91.0%,30.0%,-,-,-,-,-,-,-,-,-
871,Eliminated,15,10,4,3,8,30.0%,100,0.00,79.0%,30.0%,-,-,-,-,-,-,-,-,-
872,Eliminated,15,10,10,3,4,30.0%,100,0.00,72.0%,30.0%,-,-,-,-,-,-,-,-,-
873,Eliminated,15,20,8,3,6,30.0%,100,0.00,85.0%,30.0%,-,-,-,-,-,-,-,-,-
874,Eliminated,15,20,10,2,6,30.0%,100,0.00,77.0%,30.0%,-,-,-,-,-,-,-,-,-
875,Eliminated,20,0,2,1,10,30.0%,100,0.00,89.0%,30.0%,-,-,-,-,-,-,-,-,-
876,Eliminated,20,0,2,2,8,30.0%,100,0.00,83.0%,30.0%,-,-,-,-,-,-,-,-,-
877,Eliminated,20,0,4,2,10,30.0%,100,0.00,91.0%,30.0%,-,-,-,-,-,-,-,-,-
878,Eliminated,20,0,6,1,10,30.0%,100,0.00,91.0%,30.0%,-,-,-,-,-,-,-,-,-
879,Eliminated,20,5,6,2,8,30.0%,100,0.00,85.0%,30.0%,-,-,-,-,-,-,-,-,-
880,Eliminated,20,10,6,2,6,30.0%,100,0.00,81.0%,30.0%,-,-,-,-,-,-,-,-,-
881,Eliminated,20,10,10,2,10,30.0%,100,0.00,91.0%,30.0%,-,-,-,-,-,-,-,-,-
882,Eliminated,20,15,4,3,10,30.0%,100,0.00,88.0%,30.0%,-,-,-,-,-,-,-,-,-
883,Eliminated,20,15,8,2,6,30.0%,100,0.00,82.0%,30.0%,-,-,-,-,-,-,-,-,-
884,Eliminated,20,20,6,3,4,30.0%,100,0.00,69.0%,30.0%,-,-,-,-,-,-,-,-,-
885,Eliminated,20,20,8,1,4,30.0%,100,0.00,77.0%,30.0%,-,-,-,-,-,-,-,-,-
886,Eliminated,0,5,4,1,10,29.7%,101,0.00,76.0%,29.7%,-,-,-,-,-,-,-,-,-
887,Eliminated,0,0,0,3,10,29.0%,100,0.00,71.0%,29.0%,-,-,-,-,-,-,-,-,-
888,Eliminated,0,0,4,2,10,29.0%,100,0.00,82.0%,29.0%,-,-,-,-,-,-,-,-,-
889,Eliminated,0,0,10,3,8,29.0%,100,0.00,87.0%,29.0%,-,-,-,-,-,-,-,-,-
890,Eliminated,0,5,4,3,8,29.0%,100,0.00,76.0%,29.0%,-,-,-,-,-,-,-,-,-
891,Eliminated,0,5,10,1,4,29.0%,100,0.00,79.0%,29.0%,-,-,-,-,-,-,-,-,-
892,Eliminated,0,5,10,1,6,29.0%,100,0.00,71.0%,29.0%,-,-,-,-,-,-,-,-,-
893,Eliminated,0,10,4,1,6,29.0%,100,0.00,82.0%,29.0%,-,-,-,-,-,-,-,-,-
894,Eliminated,0,10,8,2,10,29.0%,100,0.00,89.0%,29.0%,-,-,-,-,-,-,-,-,-
895,Eliminated,5,0,2,2,10,29.0%,100,0.00,79.0%,29.0%,-,-,-,-,-,-,-,-,-
896,Eliminated,5,5,4,2,8,29.0%,100,0.00,79.0%,29.0%,-,-,-,-,-,-,-,-,-
897,Eliminated,5,5,4,3,6,29.0%,100,0.00,74.0%,29.0%,-,-,-,-,-,-,-,-,-
898,Eliminated,5,10,2,2,8,29.0%,100,0.00,74.0%,29.0%,-,-,-,-,-,-,-,-,-
899,Eliminated,5,10,4,2,4,29.0%,100,0.00,75.0%,29.0%,-,-,-,-,-,-,-,-,-
900,Eliminated,5,10,6,2,4,29.0%,100,0.00,73.0%,29.0%,-,-,-,-,-,-,-,-,-
901,Eliminated,5,10,10,3,8,29.0%,100,0.00,82.0%,29.0%,-,-,-,-,-,-,-,-,-
902,Eliminated,5,15,2,2,10,29.0%,100,0.00,77.0%,29.0%,-,-,-,-,-,-,-,-,-
903,Eliminated,5,15,4,2,8,29.0%,100,0.00,79.0%,29.0%,-,-,-,-,-,-,-,-,-
904,Eliminated,5,15,10,2,8,29.0%,100,0.00,85.0%,29.0%,-,-,-,-,-,-,-,-,-
905,Eliminated,10,0,2,1,8,29.0%,100,0.00,87.0%,29.0%,-,-,-,-,-,-,-,-,-
906,Eliminated,10,0,4,1,8,29.0%,100,0.00,90.0%,29.0%,-,-,-,-,-,-,-,-,-
907,Eliminated,10,5,4,2,6,29.0%,100,0.00,77.0%,29.0%,-,-,-,-,-,-,-,-,-
908,Eliminated,10,5,10,2,4,29.0%,100,0.00,77.0%,29.0%,-,-,-,-,-,-,-,-,-
909,Eliminated,10,10,2,1,10,29.0%,100,0.00,76.0%,29.0%,-,-,-,-,-,-,-,-,-
910,Eliminated,10,10,4,2,8,29.0%,100,0.00,84.0%,29.0%,-,-,-,-,-,-,-,-,-
911,Eliminated,10,15,6,2,6,29.0%,100,0.00,85.0%,29.0%,-,-,-,-,-,-,-,-,-
912,Eliminated,10,15,8,2,6,29.0%,100,0.00,80.0%,29.0%,-,-,-,-,-,-,-,-,-
913,Eliminated,10,15,8,3,4,29.0%,100,0.00,72.0%,29.0%,-,-,-,-,-,-,-,-,-
914,Eliminated,10,20,4,2,8,29.0%,100,0.00,75.0%,29.0%,-,-,-,-,-,-,-,-,-
915,Eliminated,10,20,4,3,8,29.0%,100,0.00,78.0%,29.0%,-,-,-,-,-,-,-,-,-
916,Eliminated,10,20,6,3,4,29.0%,100,0.00,75.0%,29.0%,-,-,-,-,-,-,-,-,-
917,Eliminated,15,0,10,2,6,29.0%,100,0.00,89.0%,29.0%,-,-,-,-,-,-,-,-,-
918,Eliminated,15,5,4,3,10,29.0%,100,0.00,87.0%,29.0%,-,-,-,-,-,-,-,-,-
919,Eliminated,15,5,6,2,4,29.0%,100,0.00,70.0%,29.0%,-,-,-,-,-,-,-,-,-
920,Eliminated,15,10,4,2,10,29.0%,100,0.00,83.0%,29.0%,-,-,-,-,-,-,-,-,-
921,Eliminated,15,10,4,3,10,29.0%,100,0.00,83.0%,29.0%,-,-,-,-,-,-,-,-,-
922,Eliminated,15,15,8,3,6,29.0%,100,0.00,89.0%,29.0%,-,-,-,-,-,-,-,-,-
923,Eliminated,20,0,4,2,4,29.0%,100,0.00,82.0%,29.0%,-,-,-,-,-,-,-,-,-
924,Eliminated,20,5,8,3,4,29.0%,100,0.00,77.0%,29.0%,-,-,-,-,-,-,-,-,-
925,Eliminated,20,10,2,1,10,29.0%,100,0.00,80.0%,29.0%,-,-,-,-,-,-,-,-,-
926,Eliminated,20,10,8,3,6,29.0%,100,0.00,83.0%,29.0%,-,-,-,-,-,-,-,-,-
927,Eliminated,20,10,10,3,6,29.0%,100,0.00,80.0%,29.0%,-,-,-,-,-,-,-,-,-
928,Eliminated,20,20,6,3,6,29.0%,100,0.00,76.0%,29.0%,-,-,-,-,-,-,-,-,-
929,Eliminated,0,0,2,1,10,28.0%,100,0.00,73.0%,28.0%,-,-,-,-,-,-,-,-,-
930,Eliminated,0,0,2,3,8,28.0%,100,0.00,75.0%,28.0%,-,-,-,-,-,-,-,-,-
931,Eliminated,0,0,10,1,8,28.0%,100,0.00,80.0%,28.0%,-,-,-,-,-,-,-,-,-
932,Eliminated,0,0,10,3,10,28.0%,100,0.00,91.0%,28.0%,-,-,-,-,-,-,-,-,-
933,Eliminated,0,5,2,1,6,28.0%,100,0.00,70.0%,28.0%,-,-,-,-,-,-,-,-,-
934,Eliminated,0,5,8,3,8,28.0%,100,0.00,88.0%,28.0%,-,-,-,-,-,-,-,-,-
935,Eliminated,0,5,10,2,4,28.0%,100,0.00,71.0%,28.0%,-,-,-,-,-,-,-,-,-
936,Eliminated,0,10,2,1,6,28.0%,100,0.00,67.0%,28.0%,-,-,-,-,-,-,-,-,-
937,Eliminated,0,10,4,3,10,28.0%,100,0.00,80.0%,28.0%,-,-,-,-,-,-,-,-,-
938,Eliminated,0,10,10,1,8,28.0%,100,0.00,75.0%,28.0%,-,-,-,-,-,-,-,-,-
939,Eliminated,0,10,10,2,8,28.0%,100,0.00,74.0%,28.0%,-,-,-,-,-,-,-,-,-
940,Eliminated,0,15,2,3,10,28.0%,100,0.00,72.0%,28.0%,-,-,-,-,-,-,-,-,-
941,Eliminated,0,15,4,1,6,28.0%,100,0.00,67.0%,28.0%,-,-,-,-,-,-,-,-,-
942,Eliminated,0,15,4,2,10,28.0%,100,0.00,81.0%,28.0%,-,-,-,-,-,-,-,-,-
943,Eliminated,0,15,10,1,8,28.0%,100,0.00,77.0%,28.0%,-,-,-,-,-,-,-,-,-
944,Eliminated,0,15,10,1,10,28.0%,100,0.00,81.0%,28.0%,-,-,-,-,-,-,-,-,-
945,Eliminated,5,5,4,2,10,28.0%,100,0.00,85.0%,28.0%,-,-,-,-,-,-,-,-,-
946,Eliminated,5,10,4,3,8,28.0%,100,0.00,76.0%,28.0%,-,-,-,-,-,-,-,-,-
947,Eliminated,5,10,6,1,4,28.0%,100,0.00,76.0%,28.0%,-,-,-,-,-,-,-,-,-
948,Eliminated,5,10,10,1,10,28.0%,100,0.00,73.0%,28.0%,-,-,-,-,-,-,-,-,-
949,Eliminated,5,15,4,3,8,28.0%,100,0.00,75.0%,28.0%,-,-,-,-,-,-,-,-,-
950,Eliminated,5,15,10,1,10,28.0%,100,0.00,73.0%,28.0%,-,-,-,-,-,-,-,-,-
951,Eliminated,5,20,2,3,8,28.0%,100,0.00,69.0%,28.0%,-,-,-,-,-,-,-,-,-
952,Eliminated,10,0,2,3,10,28.0%,100,0.00,80.0%,28.0%,-,-,-,-,-,-,-,-,-
953,Eliminated,10,0,4,3,6,28.0%,100,0.00,80.0%,28.0%,-,-,-,-,-,-,-,-,-
954,Eliminated,10,5,2,1,8,28.0%,100,0.00,78.0%,28.0%,-,-,-,-,-,-,-,-,-
955,Eliminated,10,10,4,3,6,28.0%,100,0.00,75.0%,28.0%,-,-,-,-,-,-,-,-,-
956,Eliminated,10,10,10,3,6,28.0%,100,0.00,84.0%,28.0%,-,-,-,-,-,-,-,-,-
957,Eliminated,15,0,4,1,6,28.0%,100,0.00,90.0%,28.0%,-,-,-,-,-,-,-,-,-
958,Eliminated,15,5,6,3,6,28.0%,100,0.00,77.0%,28.0%,-,-,-,-,-,-,-,-,-
959,Eliminated,15,10,2,2,8,28.0%,100,0.00,76.0%,28.0%,-,-,-,-,-,-,-,-,-
960,Eliminated,15,10,4,2,8,28.0%,100,0.00,82.0%,28.0%,-,-,-,-,-,-,-,-,-
961,Eliminated,15,10,6,2,4,28.0%,100,0.00,72.0%,28.0%,-,-,-,-,-,-,-,-,-
962,Eliminated,15,15,4,1,8,28.0%,100,0.00,80.0%,28.0%,-,-,-,-,-,-,-,-,-
963,Eliminated,15,15,6,3,6,28.0%,100,0.00,78.0%,28.0%,-,-,-,-,-,-,-,-,-
964,Eliminated,15,15,8,2,10,28.0%,100,0.00,86.0%,28.0%,-,-,-,-,-,-,-,-,-
965,Eliminated,15,20,6,3,10,28.0%,100,0.00,88.0%,28.0%,-,-,-,-,-,-,-,-,-
966,Eliminated,20,0,4,2,6,28.0%,100,0.00,85.0%,28.0%,-,-,-,-,-,-,-,-,-
967,Eliminated,20,0,10,2,4,28.0%,100,0.00,71.0%,28.0%,-,-,-,-,-,-,-,-,-
968,Eliminated,20,0,10,2,6,28.0%,100,0.00,92.0%,28.0%,-,-,-,-,-,-,-,-,-
969,Eliminated,20,10,8,2,6,28.0%,100,0.00,89.0%,28.0%,-,-,-,-,-,-,-,-,-
970,Eliminated,20,15,4,3,6,28.0%,100,0.00,78.0%,28.0%,-,-,-,-,-,-,-,-,-
971,Eliminated,20,15,10,3,6,28.0%,100,0.00,75.0%,28.0%,-,-,-,-,-,-,-,-,-
972,Eliminated,20,20,10,3,8,28.0%,100,0.00,89.0%,28.0%,-,-,-,-,-,-,-,-,-
973,Eliminated,10,5,4,2,4,27.7%,101,0.00,81.0%,27.7%,-,-,-,-,-,-,-,-,-
974,Eliminated,0,0,4,3,8,27.0%,100,0.00,88.0%,27.0%,-,-,-,-,-,-,-,-,-
975,Eliminated,0,0,6,2,8,27.0%,100,0.00,92.0%,27.0%,-,-,-,-,-,-,-,-,-
976,Eliminated,0,5,4,3,10,27.0%,100,0.00,78.0%,27.0%,-,-,-,-,-,-,-,-,-
977,Eliminated,0,5,10,1,8,27.0%,100,0.00,81.0%,27.0%,-,-,-,-,-,-,-,-,-
978,Eliminated,0,5,10,1,10,27.0%,100,0.00,84.0%,27.0%,-,-,-,-,-,-,-,-,-
979,Eliminated,0,10,2,1,4,27.0%,100,0.00,67.0%,27.0%,-,-,-,-,-,-,-,-,-
980,Eliminated,0,15,2,1,8,27.0%,100,0.00,69.0%,27.0%,-,-,-,-,-,-,-,-,-
981,Eliminated,0,15,6,1,10,27.0%,100,0.00,78.0%,27.0%,-,-,-,-,-,-,-,-,-
982,Eliminated,0,20,2,1,10,27.0%,100,0.00,68.0%,27.0%,-,-,-,-,-,-,-,-,-
983,Eliminated,0,20,10,1,4,27.0%,100,0.00,75.0%,27.0%,-,-,-,-,-,-,-,-,-
984,Eliminated,5,0,2,2,8,27.0%,100,0.00,83.0%,27.0%,-,-,-,-,-,-,-,-,-
985,Eliminated,5,0,4,3,8,27.0%,100,0.00,94.0%,27.0%,-,-,-,-,-,-,-,-,-
986,Eliminated,5,0,8,2,4,27.0%,100,0.00,81.0%,27.0%,-,-,-,-,-,-,-,-,-
987,Eliminated,5,0,8,3,6,27.0%,100,0.00,85.0%,27.0%,-,-,-,-,-,-,-,-,-
988,Eliminated,5,0,10,2,4,27.0%,100,0.00,76.0%,27.0%,-,-,-,-,-,-,-,-,-
989,Eliminated,5,5,2,1,8,27.0%,100,0.00,81.0%,27.0%,-,-,-,-,-,-,-,-,-
990,Eliminated,5,5,4,3,8,27.0%,100,0.00,77.0%,27.0%,-,-,-,-,-,-,-,-,-
991,Eliminated,5,5,10,2,6,27.0%,100,0.00,81.0%,27.0%,-,-,-,-,-,-,-,-,-
992,Eliminated,5,10,2,3,10,27.0%,100,0.00,73.0%,27.0%,-,-,-,-,-,-,-,-,-
993,Eliminated,5,10,6,3,4,27.0%,100,0.00,68.0%,27.0%,-,-,-,-,-,-,-,-,-
994,Eliminated,5,15,8,2,4,27.0%,100,0.00,71.0%,27.0%,-,-,-,-,-,-,-,-,-
995,Eliminated,10,0,4,1,4,27.0%,100,0.00,87.0%,27.0%,-,-,-,-,-,-,-,-,-
996,Eliminated,10,0,6,1,4,27.0%,100,0.00,80.0%,27.0%,-,-,-,-,-,-,-,-,-
997,Eliminated,10,0,8,2,4,27.0%,100,0.00,80.0%,27.0%,-,-,-,-,-,-,-,-,-
998,Eliminated,10,0,10,1,4,27.0%,100,0.00,79.0%,27.0%,-,-,-,-,-,-,-,-,-
999,Eliminated,10,5,8,3,10,27.0%,100,0.00,90.0%,27.0%,-,-,-,-,-,-,-,-,-
1000,Eliminated,10,10,4,3,4,27.0%,100,0.00,71.0%,27.0%,-,-,-,-,-,-,-,-,-
1001,Eliminated,10,15,4,2,6,27.0%,100,0.00,75.0%,27.0%,-,-,-,-,-,-,-,-,-
1002,Eliminated,10,15,4,2,8,27.0%,100,0.00,75.0%,27.0%,-,-,-,-,-,-,-,-,-
1003,Eliminated,10,15,4,3,4,27.0%,100,0.00,75.0%,27.0%,-,-,-,-,-,-,-,-,-
1004,Eliminated,10,15,10,2,4,27.0%,100,0.00,69.0%,27.0%,-,-,-,-,-,-,-,-,-
1005,Eliminated,10,20,4,3,6,27.0%,100,0.00,69.0%,27.0%,-,-,-,-,-,-,-,-,-
1006,Eliminated,10,20,4,3,10,27.0%,100,0.00,76.0%,27.0%,-,-,-,-,-,-,-,-,-
1007,Eliminated,15,0,4,3,8,27.0%,100,0.00,91.0%,27.0%,-,-,-,-,-,-,-,-,-
1008,Eliminated,15,0,10,3,6,27.0%,100,0.00,86.0%,27.0%,-,-,-,-,-,-,-,-,-
1009,Eliminated,15,5,2,3,10,27.0%,100,0.00,72.0%,27.0%,-,-,-,-,-,-,-,-,-
1010,Eliminated,15,10,2,1,10,27.0%,100,0.00,71.0%,27.0%,-,-,-,-,-,-,-,-,-
1011,Eliminated,15,10,8,3,6,27.0%,100,0.00,85.0%,27.0%,-,-,-,-,-,-,-,-,-
1012,Eliminated,15,15,4,3,6,27.0%,100,0.00,73.0%,27.0%,-,-,-,-,-,-,-,-,-
1013,Eliminated,15,20,4,2,6,27.0%,100,0.00,76.0%,27.0%,-,-,-,-,-,-,-,-,-
1014,Eliminated,15,20,8,2,4,27.0%,100,0.00,69.0%,27.0%,-,-,-,-,-,-,-,-,-
1015,Eliminated,20,0,4,1,10,27.0%,100,0.00,89.0%,27.0%,-,-,-,-,-,-,-,-,-
1016,Eliminated,20,5,4,2,8,27.0%,100,0.00,91.0%,27.0%,-,-,-,-,-,-,-,-,-
1017,Eliminated,20,5,4,3,6,27.0%,100,0.00,76.0%,27.0%,-,-,-,-,-,-,-,-,-
1018,Eliminated,20,10,8,3,4,27.0%,100,0.00,74.0%,27.0%,-,-,-,-,-,-,-,-,-
1019,Eliminated,20,20,6,3,10,27.0%,100,0.00,79.0%,27.0%,-,-,-,-,-,-,-,-,-
1020,Eliminated,20,20,8,3,4,27.0%,100,0.00,73.0%,27.0%,-,-,-,-,-,-,-,-,-
1021,Eliminated,20,20,10,3,4,27.0%,100,0.00,71.0%,27.0%,-,-,-,-,-,-,-,-,-
1022,Eliminated,0,5,2,2,6,26.7%,101,0.00,67.0%,26.7%,-,-,-,-,-,-,-,-,-
1023,Eliminated,0,10,6,1,10,26.7%,101,0.00,78.0%,26.7%,-,-,-,-,-,-,-,-,-
1024,Eliminated,10,0,10,1,6,26.7%,101,0.00,93.0%,26.7%,-,-,-,-,-,-,-,-,-
1025,Eliminated,0,0,0,1,10,26.0%,100,0.00,68.0%,26.0%,-,-,-,-,-,-,-,-,-
1026,Eliminated,0,0,4,3,6,26.0%,100,0.00,77.0%,26.0%,-,-,-,-,-,-,-,-,-
1027,Eliminated,0,5,2,1,8,26.0%,100,0.00,72.0%,26.0%,-,-,-,-,-,-,-,-,-
1028,Eliminated,0,5,2,2,10,26.0%,100,0.00,79.0%,26.0%,-,-,-,-,-,-,-,-,-
1029,Eliminated,0,5,8,2,10,26.0%,100,0.00,84.0%,26.0%,-,-,-,-,-,-,-,-,-
1030,Eliminated,0,10,10,1,6,26.0%,100,0.00,81.0%,26.0%,-,-,-,-,-,-,-,-,-
1031,Eliminated,0,15,4,1,10,26.0%,100,0.00,76.0%,26.0%,-,-,-,-,-,-,-,-,-
1032,Eliminated,0,15,8,1,6,26.0%,100,0.00,82.0%,26.0%,-,-,-,-,-,-,-,-,-
1033,Eliminated,5,0,2,1,8,26.0%,100,0.00,78.0%,26.0%,-,-,-,-,-,-,-,-,-
1034,Eliminated,5,0,2,1,10,26.0%,100,0.00,84.0%,26.0%,-,-,-,-,-,-,-,-,-
1035,Eliminated,5,5,2,1,10,26.0%,100,0.00,73.0%,26.0%,-,-,-,-,-,-,-,-,-
1036,Eliminated,5,15,2,1,10,26.0%,100,0.00,80.0%,26.0%,-,-,-,-,-,-,-,-,-
1037,Eliminated,5,15,4,3,6,26.0%,100,0.00,74.0%,26.0%,-,-,-,-,-,-,-,-,-
1038,Eliminated,5,20,4,1,8,26.0%,100,0.00,83.0%,26.0%,-,-,-,-,-,-,-,-,-
1039,Eliminated,5,20,8,2,4,26.0%,100,0.00,68.0%,26.0%,-,-,-,-,-,-,-,-,-
1040,Eliminated,5,20,8,3,4,26.0%,100,0.00,68.0%,26.0%,-,-,-,-,-,-,-,-,-
1041,Eliminated,10,0,0,3,10,26.0%,100,0.00,78.0%,26.0%,-,-,-,-,-,-,-,-,-
1042,Eliminated,10,0,8,2,6,26.0%,100,0.00,95.0%,26.0%,-,-,-,-,-,-,-,-,-
1043,Eliminated,10,5,4,1,4,26.0%,100,0.00,79.0%,26.0%,-,-,-,-,-,-,-,-,-
1044,Eliminated,10,5,8,2,6,26.0%,100,0.00,87.0%,26.0%,-,-,-,-,-,-,-,-,-
1045,Eliminated,10,15,2,2,10,26.0%,100,0.00,75.0%,26.0%,-,-,-,-,-,-,-,-,-
1046,Eliminated,10,15,4,3,8,26.0%,100,0.00,77.0%,26.0%,-,-,-,-,-,-,-,-,-
1047,Eliminated,10,20,2,3,10,26.0%,100,0.00,78.0%,26.0%,-,-,-,-,-,-,-,-,-
1048,Eliminated,15,0,4,2,10,26.0%,100,0.00,85.0%,26.0%,-,-,-,-,-,-,-,-,-
1049,Eliminated,15,0,6,2,4,26.0%,100,0.00,83.0%,26.0%,-,-,-,-,-,-,-,-,-
1050,Eliminated,15,5,2,2,8,26.0%,100,0.00,71.0%,26.0%,-,-,-,-,-,-,-,-,-
1051,Eliminated,15,5,4,2,4,26.0%,100,0.00,72.0%,26.0%,-,-,-,-,-,-,-,-,-
1052,Eliminated,15,10,2,3,10,26.0%,100,0.00,74.0%,26.0%,-,-,-,-,-,-,-,-,-
1053,Eliminated,15,15,2,3,8,26.0%,100,0.00,70.0%,26.0%,-,-,-,-,-,-,-,-,-
